,Municipio,Novos_casos,Populacao_estimada,Latitude,Longitude,Relacao_perc_pop_covid
1531,dores de campos,889,10291,-21.107222,-44.0225,8.6386
1532,dores de guanhaes,268,5139,-19.0578968,-42.9292569,5.215
1533,dores do indaia,1103,13373,-19.4636451,-45.60166,8.248
1534,dores do rio preto,483,6793,-20.6907113,-41.846385,7.1103
1535,dores do turvo,435,4202,-20.975278,-43.188889,10.3522
1536,doresopolis,90,1539,-20.287222,-45.903056,5.848
1537,dormentes,679,19246,-8.441163,-40.766168,3.528
1538,douradina,1368,8988,-23.3847331,-53.2932989,15.2203
1539,dourado,793,8883,-22.116287,-48.3174349,8.9272
1540,douradoquara,77,1915,-18.431062,-47.608269,4.0209
1541,dourados,16950,227990,-22.2206145,-54.812208,7.4345
1542,doutor camargo,409,5987,-23.5575611,-52.2185546,6.8315
1543,doutor mauricio cardoso,302,4380,-27.5067264,-54.3626756,6.895
1544,doutor pedrinho,324,4164,-26.716408,-49.482726,7.781
1545,doutor ricardo,253,1967,-29.0901549,-51.9894847,12.8622
1546,doutor severiano,251,7068,-6.0948339,-38.3748,3.5512
1547,doutor ulysses,257,5525,-24.5661713,-49.4203013,4.6516
1548,doverlandia,718,7174,-16.7210996,-52.3138104,10.0084
1549,dracena,4546,47287,-21.4835523,-51.5334408,9.6136
1550,duartina,835,12421,-22.414562,-49.408355,6.7225
1551,duas barras,137,11563,-22.0522519,-42.5194705,1.1848
1552,duas estradas,448,3569,-6.6883382,-35.4175255,12.5525
1553,duere,326,4686,-11.341631,-49.271566,6.9569
1554,dumont,961,10174,-21.2391417,-47.9747665,9.4456
1555,duque bacelar,322,11451,-4.1542795,-42.946096,2.812
1556,duque de caxias,13154,929449,-22.7896225,-43.309929,1.4152
1557,durande,1180,7898,-20.203611,-41.798055,14.9405
1558,echapora,726,6026,-22.4325855,-50.2037693,12.0478
1559,ecoporanga,2372,22748,-18.3720918,-40.8321351,10.4273
1560,edealina,501,3678,-17.4239419,-49.6644011,13.6215
1561,edeia,1644,12559,-17.3407253,-49.9292351,13.0902
1562,eirunepe,1509,36121,-6.6567654,-69.866161,4.1776
1563,eldorado,2209,15592,-24.522583,-48.1093489,14.1675
1564,eldorado do carajas,418,34069,-6.1029246,-49.3572487,1.2269
1565,eldorado do sul,3709,42490,-29.9976311,-51.3063965,8.7291
1566,elesbao veloso,134,14550,-6.2032654,-42.1376937,0.921
1567,elias fausto,834,18095,-23.0416538,-47.3718002,4.609
1568,eliseu martins,197,4943,-8.0984137,-43.6637067,3.9854
1569,elisiario,386,3742,-21.1673392,-49.1111015,10.3153
1570,elisio medrado,295,8129,-12.9469824,-39.520431,3.629
1571,eloi mendes,2943,28556,-21.6094466,-45.5660211,10.3061
1572,emas,226,3556,-7.1071447,-37.7155578,6.3555
1573,embauba,61,2446,-20.9819513,-48.837455,2.4939
1574,embu das artes,6150,279264,-23.6495294,-46.8528497,2.2022
1575,embu guacu,3446,70402,-23.8317997,-46.8156204,4.8947
1576,emilianopolis,262,3238,-21.831436,-51.483168,8.0914
1577,encantado,1945,23047,-29.2392716,-51.8744817,8.4393
1578,encanto,481,5697,-6.1107477,-38.3050953,8.443
1579,encruzilhada,324,15914,-15.5326791,-40.9074639,2.0359
1580,encruzilhada do sul,2152,26039,-30.536175200000002,-52.51560417047334,8.2645
1581,eneas marques,474,5906,-25.9435584,-53.1637539,8.0257
1582,engenheiro beltrao,1251,13962,-23.7996003,-52.2592684,8.96
1583,engenheiro caldas,578,11268,-19.201389,-42.046944,5.1296
1584,engenheiro coelho,1776,21712,-22.4896659,-47.2119005,8.1798
1585,engenheiro navarro,249,7240,-17.286622,-43.9515719,3.4392
1586,engenheiro paulo de frontin,1059,14138,-22.5504556,-43.6783403,7.4905
1587,engenho velho,153,932,-27.7114504,-52.9125692,16.4163
1588,entre folhas,415,5383,-19.6258823,-42.2328975,7.7095
1589,entre ijuis,1088,8350,-28.361628,-54.2670019,13.0299
1590,entre rios,1617,42014,-11.9423743,-38.0836985,3.8487
1591,entre rios de minas,754,15458,-20.670834,-44.065556,4.8777
1592,entre rios do oeste,390,4651,-24.7002098,-54.2448233,8.3853
1593,entre rios do sul,169,2724,-27.5299266,-52.7325438,6.2041
1594,envira,1678,20748,-7.437889,-70.028143,8.0875
1595,epitaciolandia,991,18979,-11.0289439,-68.7411519,5.2216
1596,equador,486,6064,-6.89071355,-36.66447219982531,8.0145
1597,erebango,220,2978,-27.8542708,-52.3029274,7.3875
1598,erechim,9358,107368,-27.6350709,-52.2738654,8.7158
1599,erere,436,7254,-6.0311304,-38.3482173,6.0105
1600,erico cardoso,236,10513,-13.419162,-42.1381486,2.2448
1601,ermo,195,2059,-28.9849219,-49.6427198,9.4706
1602,ernestina,196,3171,-28.498434,-52.5702451,6.181
1603,erval grande,275,4780,-27.3910282,-52.5703742,5.7531
1604,erval seco,557,6697,-27.5511418,-53.506851,8.3172
1605,erval velho,590,4423,-27.2747859,-51.4429712,13.3394
1606,ervalia,1384,19019,-20.8400156,-42.653352,7.2769
1607,escada,496,69701,-8.3623847,-35.2366232,0.7116
1608,esmeralda,220,3291,-28.0543707,-51.1921896,6.6849
1609,esmeraldas,2181,72512,-19.7613111,-44.3145945,3.0078
1610,espera feliz,1981,25287,-20.6494192,-41.9080693,7.8341
1611,esperanca,4628,33386,-7.018517,-35.852193,13.8621
1612,esperanca do sul,227,2846,-27.3617442,-53.9909736,7.9761
1613,esperanca nova,188,1633,-23.7246134,-53.8105174,11.5126
1614,esperantina,2188,39953,-5.3658232,-48.5368181,5.4764
1615,esperantinopolis,550,16971,-4.8751875,-44.8801032,3.2408
1616,espigao alto do iguacu,392,3980,-25.4223729,-52.8376411,9.8492
1617,espigao d oeste,3438,33009,-11.532175,-61.0130935,10.4153
1618,espinosa,1939,31603,-14.9232007,-42.8093337,6.1355
1619,espirito santo,568,10463,-19.5687682,-40.1721991,5.4287
1620,espirito santo do dourado,363,4728,-22.046666,-45.950833,7.6777
1621,espirito santo do pinhal,3812,44607,-22.1929522,-46.7470021,8.5457
1622,espirito santo do turvo,416,4926,-22.6939723,-49.4295067,8.445
1623,esplanada,1501,37902,-11.800614,-37.9453,3.9602
1624,espumoso,1797,15594,-28.7256962,-52.8453751,11.5237
1625,estacao,623,5924,-27.9128965,-52.2606058,10.5165
1626,estancia,4352,69919,-11.2682255,-37.4378341,6.2243
1627,estancia velha,4436,51292,-29.6529666,-51.1719687,8.6485
1628,esteio,7180,83352,-29.8511627,-51.1778852,8.6141
1629,estiva,1329,11416,-22.4638686,-46.0182101,11.6416
1630,estiva gerbi,622,11507,-22.2742719,-46.9523302,5.4054
1631,estreito,426,43097,-6.5583016,-47.4432212,0.9885
1632,estrela,2747,34669,-29.5010545,-51.962226,7.9235
1633,estrela d oeste,944,8420,-20.2860692,-50.3986216,11.2114
1634,estrela dalva,171,2308,-21.741666,-42.460833,7.409
1635,estrela de alagoas,390,18304,-9.3888972,-36.7616833,2.1307
1636,estrela do indaia,64,3483,-19.5225,-45.7875,1.8375
1637,estrela do norte,547,3253,-22.4886301,-51.6606857,16.8152
1638,estrela do sul,657,8057,-18.7420499,-47.6900736,8.1544
1639,estrela velha,278,3646,-29.1775802,-53.1597523,7.6248
1640,euclides da cunha,2664,61112,-10.5060835,-39.0129875,4.3592
1641,euclides da cunha paulista,452,9280,-22.55452,-52.592779,4.8707
1642,eugenio de castro,282,2310,-28.5286033,-54.1475172,12.2078
1643,eugenopolis,1073,11383,-21.0968165,-42.1850985,9.4263
1644,eunapolis,8901,115360,-16.3766148,-39.586449,7.7158
1645,eusebio,7294,55035,-3.8889838,-38.4546585,13.2534
1646,ewbank da camara,313,3932,-21.551389,-43.509722,7.9603
1647,extrema,5598,37649,-22.8549109,-46.3190079,14.8689
1648,extremoz,3346,29282,-5.7057628,-35.3034765,11.4268
1649,exu,3001,31709,-7.515434,-39.722015,9.4642
1650,fagundes,867,11180,-7.3577473,-35.7839735,7.7549
1651,fagundes varela,474,2750,-28.8807515,-51.6987798,17.2364
1652,faina,541,6527,-15.4458005,-50.3633826,8.2886
1653,fama,104,2374,-1.2402666,-48.4260627,4.3808
1654,faria lemos,189,3202,-20.8051202,-42.0127393,5.9026
1655,farias brito,1477,19330,-6.9272823,-39.5714222,7.641
1656,faro,713,6949,-1.1091625500000002,-57.800250715708856,10.2605
1657,farol,165,2995,-24.0935055,-52.6232183,5.5092
1658,farroupilha,7109,73758,-29.22647,-51.3468188,9.6383
1659,fartura,1901,16102,-23.390039,-49.5109023,11.806
1660,fartura do piaui,30,5330,-9.4839171,-42.7906894,0.5629
1661,fatima,1084,3824,-10.5944103,-38.2118405,28.3473
1662,fatima do sul,1814,19152,-22.3750499,-54.516698,9.4716
1663,faxinal,2040,17379,-24.001212,-51.3222727,11.7383
1664,faxinal do soturno,489,6651,-29.5771687,-53.445804,7.3523
1665,faxinal dos guedes,1592,10630,-26.8494222,-52.2586485,14.9765
1666,faxinalzinho,259,2256,-27.4240501,-52.6738684,11.4805
1667,fazenda nova,566,5471,-16.185602,-50.7795674,10.3455
1668,fazenda rio grande,11941,103750,-25.645841,-49.3126653,11.5094
1669,fazenda vilanova,365,4680,-29.588511,-51.821714,7.7991
1670,feijo,1730,34986,-8.1648652,-70.3539579,4.9448
1671,feira da mata,228,5656,-14.2117024,-44.2822314,4.0311
1672,feira de santana,18009,624107,-12.2578934,-38.9598047,2.8856
1673,feira grande,320,22192,-9.8944239,-36.6793255,1.442
1674,feira nova,1153,5617,-7.9481471,-35.3871681,20.527
1675,feira nova do maranhao,360,8506,-6.965082,-46.678577,4.2323
1676,felicio dos santos,248,4656,-18.0765035,-43.2471128,5.3265
1677,felipe guerra,555,6009,-5.5981386,-37.6962757,9.2361
1678,felisburgo,555,7548,-16.638889,-40.760556,7.3529
1679,felixlandia,1075,15528,-18.7573983,-44.8991465,6.923
1680,feliz,1773,13728,-29.4523254,-51.3069785,12.9152
1681,feliz deserto,71,4803,-10.292494,-36.3028583,1.4782
1682,feliz natal,1701,14847,-12.3802463,-54.9389793,11.4569
1683,fenix,347,4734,-23.9169495,-51.9801443,7.33
1684,fernandes pinheiro,469,5561,-25.4148066,-50.5489837,8.4337
1685,fernandes tourinho,80,3500,-19.152778,-42.083056,2.2857
1686,fernando de noronha,194,3140,-3.8537498,-32.41980180663255,6.1783
1687,fernando falcao,77,10559,-6.1512461,-44.9022436,0.7292
1688,fernando pedroza,379,3081,-5.6972558,-36.5316864,12.3012
1689,fernando prestes,723,5805,-21.266061,-48.687384,12.4548
1690,fernandopolis,8600,69680,-20.2825647,-50.2500762,12.3421
1691,fernao,200,1739,-22.3595388,-49.5209504,11.5009
1692,ferraz de vasconcelos,5358,198661,-23.541056,-46.37097,2.6971
1693,ferreira gomes,602,8151,0.8580838,-51.1814,7.3856
1694,ferreiros,792,12216,-7.449667,-35.2426004,6.4833
1695,ferros,369,9576,-19.234984,-43.019542,3.8534
1696,fervedouro,1132,11100,-20.7292242,-42.2785942,10.1982
1697,figueira,905,7625,-23.8481018,-50.4059875,11.8689
1698,figueirao,135,3066,-18.67821,-53.6379864,4.4031
1699,figueiropolis,629,5222,-12.1347916,-49.1737141,12.0452
1700,figueiropolis d oeste,278,3411,-15.443918,-58.739149,8.1501
1701,filadelfia,646,8892,-10.7418885,-40.1304175,7.265
1702,firmino alves,326,5641,-14.9871017,-39.9242157,5.7791
1703,firminopolis,1241,13604,-16.5753264,-50.3011286,9.1223
1704,flexeiras,345,12823,-9.2788679,-35.7235246,2.6905
1705,flor da serra do sul,479,4583,-26.2589553,-53.308432,10.4517
1706,flor do sertao,172,1575,-26.7784693,-53.3478823,10.9206
1707,flora rica,76,1397,-21.6760063,-51.3804532,5.4402
1708,florai,642,4883,-23.3206134,-52.3009856,13.1477
1709,florania,274,9772,-6.1268685,-36.8183238,2.8039
1710,floreal,205,2884,-20.6767063,-50.1455638,7.1082
1711,flores,654,22612,-7.862025,-37.9742806,2.8923
1712,flores da cunha,3026,31352,-29.030129,-51.1833349,9.6517
1713,flores de goias,191,17415,-14.4580291,-47.0395396,1.0968
1714,flores do piaui,117,4461,-7.7917152,-42.9236162,2.6227
1715,floresta,2546,6926,-23.6144046,-52.0819003,36.76
1716,floresta azul,451,10525,-14.8602238,-39.6561384,4.285
1717,floresta do araguaia,925,20742,-7.5597065,-49.7032829,4.4596
1718,floresta do piaui,3,2561,-7.4679466,-41.800522,0.1171
1719,florestal,151,7602,-19.8878705,-44.4314766,1.9863
1720,florestopolis,1359,10360,-22.8663942,-51.3905121,13.1178
1721,floriano,4919,60111,-6.7675739,-43.022261,8.1832
1722,floriano peixoto,144,1709,-27.8603248,-52.0856015,8.426
1723,florianopolis,16599,516524,-27.5973002,-48.5496098,3.2136
1724,florida,209,2709,-23.0861312,-51.9540843,7.715
1725,florida paulista,1235,14936,-21.614061,-51.1729548,8.2686
1726,florinea,344,2631,-22.9016004,-50.7268005,13.0749
1727,fonte boa,422,16409,-2.5467059499999998,-66.915259025,2.5718
1728,fontoura xavier,879,10181,-28.981655,-52.344455,8.6337
1729,formiga,9599,67956,-20.4648425,-45.4266753,14.1253
1730,formigueiro,407,6569,-29.9982245,-53.5029931,6.1958
1731,formosa,7567,125705,-15.5492443,-47.3301212,6.0196
1732,formosa da serra negra,439,19425,-6.4437601,-46.1905789,2.26
1733,formosa do oeste,636,6345,-24.2966562,-53.312801,10.0236
1734,formosa do rio preto,1027,26111,-11.0414544,-45.1903983,3.9332
1735,formosa do sul,278,2481,-26.6478829,-52.7934366,11.2052
1736,formoso,614,9810,-14.9513078,-46.234247,6.2589
1737,formoso do araguaia,2110,18358,-11.8059989,-49.5257153,11.4936
1738,forquetinha,211,2389,-29.3818754,-52.1008021,8.8321
1739,forquilha,1043,24680,-3.799447,-40.263405,4.2261
1740,forquilhinha,4679,27621,-28.7487602,-49.4737661,16.94
1741,fortaleza,7073,2703391,-3.7304512,-38.5217989,0.2616
1742,fortaleza de minas,331,4460,-20.849166,-46.712222,7.4215
1743,fortaleza dos nogueiras,710,12662,-6.9643779,-46.1703933,5.6073
1744,fortaleza dos valos,476,4252,-28.7959241,-53.2246622,11.1947
1745,fortim,2288,16776,-4.451256,-37.798056,13.6385
1746,fortuna,577,17812,-5.7331469,-44.154276,3.2394
1747,fortuna de minas,107,2986,-19.561662,-44.4451854,3.5834
1748,foz do iguacu,17310,257971,-25.5401479,-54.5858139,6.7101
1749,foz do jordao,328,4466,-25.7377144,-52.1209188,7.3444
1750,fraiburgo,3681,36723,-27.023288,-50.919978,10.0237
1751,franca,19454,358539,-20.5381768,-47.4009795,5.4259
1752,francinopolis,27,5345,-6.3962771,-42.2635654,0.5051
1753,francisco alves,376,5942,-24.0694395,-53.844348,6.3278
1754,francisco ayres,191,4300,-6.6217571,-42.6941944,4.4419
1755,francisco badaro,130,10311,-16.9917524,-42.350899,1.2608
1756,francisco beltrao,12207,93308,-26.0790979,-53.0533527,13.0825
1757,francisco dantas,0,2801,-6.0873602,-38.1229256,0.0
1758,francisco dumont,165,5268,-17.3117541,-44.2322232,3.1321
1759,francisco macedo,207,3216,-7.3276798,-40.7914329,6.4366
1760,francisco morato,8392,179372,-23.2817308,-46.7448996,4.6785
1761,francisco sa,760,26459,-16.4777211,-43.4942587,2.8724
1762,francisco santos,373,9423,-6.9944754,-41.1345548,3.9584
1763,franciscopolis,281,5287,-17.9591636,-42.0088582,5.3149
1764,franco da rocha,9832,158438,-23.3328038,-46.724446,6.2056
1765,frecheirinha,1532,14195,-3.7604431,-40.8151222,10.7925
1766,frederico westphalen,4109,31675,-27.35711,-53.3964117,12.9724
1767,frei gaspar,439,5858,-18.0633426,-41.4300673,7.494
1768,frei inocencio,471,9716,-18.5651322,-41.9077144,4.8477
1769,frei lagonegro,87,3496,-18.1671176,-42.7656893,2.4886
1770,frei martinho,322,2989,-6.4033643,-36.4535139,10.7728
1771,frei miguelinho,971,15633,-7.9433019,-35.920939,6.2112
1772,frei paulo,1124,15688,-10.5495658,-37.5351541,7.1647
1773,frei rogerio,281,1918,-27.175021,-50.807621,14.6507
1774,fronteira,1842,18866,-20.286111,-49.202778,9.7636
1775,fronteira dos vales,308,4542,-16.8915896,-40.9251061,6.7812
1776,fronteiras,854,11690,-7.088607,-40.6147253,7.3054
1777,fruta de leite,156,5232,-16.1169,-42.5278,2.9817
1778,frutal,7079,60508,-20.0220064,-48.9280076,11.6993
1779,frutuoso gomes,1014,4015,-6.1585113,-37.8408614,25.2553
1780,fundao,2022,22379,-19.9332174,-40.4049674,9.0353
1781,funilandia,322,4434,-19.3711961,-44.0599481,7.2621
1782,gabriel monteiro,266,2776,-21.5299436,-50.5533059,9.5821
1783,gado bravo,839,8292,-7.5830516,-35.7914371,10.1182
1784,galia,469,6419,-22.2936976,-49.5516228,7.3064
1785,galileia,377,6764,-19.0008674,-41.5383935,5.5736
1786,galinhos,153,2903,-5.0923928,-36.2744827,5.2704
1787,galvao,420,2711,-26.4553595,-52.6869755,15.4924
1788,gameleira,323,31578,-8.579803,-35.384573,1.0229
1789,gameleira de goias,548,3923,-16.4853739,-48.64541,13.9689
1790,gameleiras,160,5084,-15.0833558,-43.1171391,3.1471
1791,gandu,1150,32778,-13.7448138,-39.4844732,3.5085
1792,garanhuns,10091,141347,-8.8905889,-36.4930896,7.1392
1793,gararu,592,11599,-9.9688996,-37.0827962,5.1039
1794,garca,4635,44429,-22.2125766,-49.6547994,10.4324
1795,garibaldi,3652,35794,-29.2562253,-51.5269167,10.2028
1796,garopaba,2329,24070,-28.0274798,-48.6240197,9.6759
1797,garrafao do norte,522,26155,-1.9282256,-47.0513157,1.9958
1798,garruchos,125,2851,-28.1892458,-55.6382958,4.3844
1799,garuva,1540,18816,-26.0294904,-48.8545202,8.1845
1800,gaspar,4809,71925,-26.9307306,-48.9566824,6.6861
1801,gastao vidigal,122,4911,-20.7956829,-50.1907615,2.4842
1802,gaucha do norte,820,7913,-13.18136,-53.2543946,10.3627
1803,gaurama,412,5447,-27.5879319,-52.0927073,7.5638
1804,gaviao,206,4417,-11.4714303,-39.7826316,4.6638
1805,gaviao peixoto,1054,4841,-21.8377536,-48.492853,21.7724
1806,geminiano,294,5477,-7.1580963,-41.3625942,5.3679
1807,general camara,648,8339,-29.9059611,-51.7626198,7.7707
1808,general carneiro,1219,5726,-26.422982,-51.3146691,21.2889
1809,general maynard,220,3421,-10.6855125,-36.98492,6.4309
1810,general salgado,764,10855,-20.6488139,-50.3608101,7.0382
1811,general sampaio,398,7767,-4.0517636,-39.4509271,5.1242
1812,gentil,113,1619,-28.4319165,-52.0348748,6.9796
1813,gentio do ouro,347,11284,-11.4302137,-42.5063185,3.0752
1814,getulina,792,11485,-21.7988557,-49.9288096,6.896
1815,getulio vargas,1970,16158,-27.8871493,-52.2257967,12.1921
1816,gilbues,416,10698,-9.8295491,-45.3389933,3.8886
1817,girau do ponciano,522,41549,-9.884041,-36.831592,1.2563
1818,girua,1409,15729,-28.0299396,-54.3506855,8.958
1819,glaucilandia,168,3177,-16.8497,-43.6972,5.288
1820,glicerio,419,4842,-21.3814805,-50.2100452,8.6534
1821,gloria,951,15247,-9.3429057,-38.2552548,6.2373
1822,gloria d oeste,371,2990,-15.7680093,-58.3107593,12.408
1823,gloria de dourados,930,9934,-22.4173731,-54.2313391,9.3618
1824,gloria do goita,767,30847,-7.999959,-35.2866116,2.4865
1825,glorinha,579,8304,-29.8790534,-50.7869437,6.9725
1826,godofredo viana,84,12104,-1.4147105,-45.7713182,0.694
1827,godoy moreira,259,2850,-24.1925289,-51.9232662,9.0877
1828,goiabeira,196,3402,-18.9804026,-41.224571,5.7613
1829,goiana,5639,80345,-7.560603,-34.99591,7.0185
1830,goianapolis,1329,11217,-16.5071038,-49.0213217,11.8481
1831,goiandira,315,5650,-18.1355157,-48.087163,5.5752
1832,goianesia,7951,72045,-15.3118269,-49.1162001,11.0362
1833,goianesia do para,1732,41678,-3.8380998,-49.0977992,4.1557
1834,goiania,3340,1555626,-16.680882,-49.2532691,0.2147
1835,goianinha,2095,27004,-6.2663538,-35.2092447,7.7581
1836,goianira,3113,46278,-16.5001973,-49.4254788,6.7267
1837,goianorte,262,5136,-8.7720092,-48.9340879,5.1012
1838,goias,2000,22122,-15.9323662,-50.1392928,9.0408
1839,goiatins,496,13169,-7.7132054,-47.3154841,3.7664
1840,goiatuba,4880,34307,-18.0154577,-49.3640591,14.2245
1841,goioere,1857,28734,-24.1851885,-53.0250623,6.4627
1842,goioxim,272,6997,-25.1987274,-51.9924229,3.8874
1843,goncalves,302,4360,-22.658883,-45.8558405,6.9266
1844,goncalves dias,636,17953,-5.1532875,-44.2997071,3.5426
1845,gongogi,502,6852,-14.3240248,-39.4665106,7.3263
1846,gonzaga,331,6184,-18.8239154,-42.4787064,5.3525
1847,gouveia,585,11811,-18.4545728,-43.7415904,4.953
1848,gouvelandia,527,6076,-18.4425949,-50.1365172,8.6735
1849,governador archer,452,10931,-5.023562,-44.2709924,4.135
1850,governador celso ramos,1632,14739,-27.317161,-48.557608,11.0727
1851,governador dix sept rosado,791,13115,-5.4577723,-37.5207493,6.0313
1852,governador edison lobao,489,18740,-5.7456705,-47.363091,2.6094
1853,governador eugenio barros,1527,14703,-5.3200262,-44.2440583,10.3856
1854,governador jorge teixeira,531,7130,-10.6140224,-62.7326412,7.4474
1855,governador lindenberg,1449,13047,-19.25076,-40.462888,11.106
1856,governador luiz rocha,230,7878,-5.470776,-44.0720572,2.9195
1857,governador mangabeira,961,20800,-12.6038648,-39.0372154,4.6202
1858,governador newton bello,251,10121,-3.4285914,-45.6714297,2.48
1859,governador nunes freire,171,25502,-2.1303959,-45.8900498,0.6705
1860,governador valadares,18034,282164,-18.8539497,-41.9458753,6.3913
1861,graca,863,14415,-4.0453849,-40.7527195,5.9868
1862,graca aranha,2,6261,-5.4063519,-44.33271,0.0319
1863,gracho cardoso,413,5831,-10.23888165,-37.20549285444669,7.0828
1864,grajau,2781,70692,-8.3394347,-42.0652971,3.934
1865,gramado,6076,36864,-29.3792858,-50.8737019,16.4822
1866,gramado dos loureiros,172,2036,-27.4439526,-52.9183699,8.4479
1867,gramado xavier,373,4378,-29.2702991,-52.5785872,8.5199
1868,grandes rios,572,5379,-24.1454626,-51.5063628,10.6339
1869,granito,378,7586,-7.7148722,-39.6160362,4.9829
1870,granja,2033,55170,-3.1212057,-40.8284124,3.685
1871,granjeiro,317,4784,-6.8889524,-39.2179315,6.6263
1872,grao mogol,675,15943,-16.5634214,-42.8929185,4.2338
1873,grao para,840,6621,-28.1856937,-49.2163956,12.6869
1874,gravata,4531,85309,-12.6296415,-39.0273613,5.3113
1875,gravatai,15931,285564,-29.9440222,-50.9930938,5.5788
1876,gravatal,999,11652,-28.3300703,-49.0362296,8.5736
1877,groairas,1005,11219,-3.9157768,-40.3855093,8.958
1878,grossos,960,10541,-4.9843455,-37.1511253,9.1073
1879,grupiara,89,1386,-18.492777,-47.7225,6.4214
1880,guabiju,86,1478,-28.5417413,-51.6910921,5.8187
1881,guabiruba,2597,24922,-27.0864326,-48.9781319,10.4205
1882,guacui,2686,31372,-20.7718645,-41.6754813,8.5618
